INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172032945,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,410,Y,4/27/17 21:57,2017,4,Thursday,21,Part One,CEDAR ST,42.27374058,-71.0757262,"(42.27374058, -71.07572620)"
I172032306,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,946,Y,4/25/17 18:23,2017,4,Tuesday,18,Part One,METCALF CT,42.30536762,-71.115715,"(42.30536762, -71.11571500)"
I172032046,3114,Investigate Property,INVESTIGATE PROPERTY,C11,329,Y,4/24/17 20:01,2017,4,Monday,20,Part Three,COLUMBIA RD,42.30756687,-71.07608067,"(42.30756687, -71.07608067)"
I172032046,3125,Warrant Arrests,WARRANT ARREST,C11,329,Y,4/24/17 20:01,2017,4,Monday,20,Part Three,COLUMBIA RD,42.30756687,-71.07608067,"(42.30756687, -71.07608067)"
I172032046,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,329,Y,4/24/17 20:01,2017,4,Monday,20,Part One,COLUMBIA RD,42.30756687,-71.07608067,"(42.30756687, -71.07608067)"
I172031740,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,4/23/17 22:52,2017,4,Sunday,22,Part One,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I172031736,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,454,Y,4/23/17 22:13,2017,4,Sunday,22,Part One,HARVARD ST,42.298695,-71.07555206,"(42.29869500, -71.07555206)"
I172031721,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,446,Y,4/23/17 0:00,2017,4,Sunday,0,Part One,THANE ST,42.29673351,-71.07618648,"(42.29673351, -71.07618648)"
I172031688,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,426,Y,4/25/17 12:45,2017,4,Tuesday,12,Part One,BLUE HILL AVE,42.26985916,-71.09346353,"(42.26985916, -71.09346353)"
I172031211,3125,Warrant Arrests,WARRANT ARREST,B2,909,Y,4/21/17 20:53,2017,4,Friday,20,Part Three,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)"
I172031211,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,909,Y,4/21/17 20:53,2017,4,Friday,20,Part One,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)"
I172031211,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,909,Y,4/21/17 20:53,2017,4,Friday,20,Part Two,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)"
I172029794,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4, ,Y,4/17/17 0:48,2017,4,Monday,0,Part One,,,,"(0.00000000, 0.00000000)"
I172029428,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,360,Y,4/15/17 16:53,2017,4,Saturday,16,Part One,BOURNESIDE ST,42.29766417,-71.06280134,"(42.29766417, -71.06280134)"
I172029267,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,257,Y,4/15/17 1:18,2017,4,Saturday,1,Part One,COLUMBIA RD,42.31635508,-71.06593853,"(42.31635508, -71.06593853)"
I172028837,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,382,Y,4/13/17 16:12,2017,4,Thursday,16,Part Two,GALLIVAN BLVD,42.28262406,-71.05532964,"(42.28262406, -71.05532964)"
I172028837,3114,Investigate Property,INVESTIGATE PROPERTY,C11,382,Y,4/13/17 16:12,2017,4,Thursday,16,Part Three,GALLIVAN BLVD,42.28262406,-71.05532964,"(42.28262406, -71.05532964)"
I172028837,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,382,Y,4/13/17 16:12,2017,4,Thursday,16,Part One,GALLIVAN BLVD,42.28262406,-71.05532964,"(42.28262406, -71.05532964)"
I172028837,1874,Drug Violation,DRUGS - OTHER,C11,382,Y,4/13/17 16:12,2017,4,Thursday,16,Part Two,GALLIVAN BLVD,42.28262406,-71.05532964,"(42.28262406, -71.05532964)"
I172028584,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,332,Y,4/12/17 19:59,2017,4,Wednesday,19,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I172028584,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,4/12/17 19:59,2017,4,Wednesday,19,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I172028584,3125,Warrant Arrests,WARRANT ARREST,C11,332,Y,4/12/17 19:59,2017,4,Wednesday,19,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I172028574,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,493,Y,4/12/17 19:34,2017,4,Wednesday,19,Part One,EDWARDSON ST,42.26384592,-71.11038261,"(42.26384592, -71.11038261)"
I172028270,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,C6,915,Y,4/11/17 19:42,2017,4,Tuesday,19,Part Three,E NINTH ST,42.33214285,-71.05121359,"(42.33214285, -71.05121359)"
I172028270,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,915,Y,4/11/17 19:42,2017,4,Tuesday,19,Part One,E NINTH ST,42.33214285,-71.05121359,"(42.33214285, -71.05121359)"
I172028061,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,444,Y,4/11/17 8:40,2017,4,Tuesday,8,Part Two,VESTA RD,42.2960628,-71.08664795,"(42.29606280, -71.08664795)"
I172028061,3125,Warrant Arrests,WARRANT ARREST,B3,444,Y,4/11/17 8:40,2017,4,Tuesday,8,Part Three,VESTA RD,42.2960628,-71.08664795,"(42.29606280, -71.08664795)"
I172028061,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,4/11/17 8:40,2017,4,Tuesday,8,Part One,VESTA RD,42.2960628,-71.08664795,"(42.29606280, -71.08664795)"
I172027171,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,458,Y,4/7/17 17:24,2017,4,Friday,17,Part One,COLUMBIA RD,42.30355748,-71.08311604,"(42.30355748, -71.08311604)"
I172027171,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,458,Y,4/7/17 17:24,2017,4,Friday,17,Part One,COLUMBIA RD,42.30355748,-71.08311604,"(42.30355748, -71.08311604)"
I172026760,1402,Vandalism,VANDALISM,C11,336,Y,4/6/17 15:10,2017,4,Thursday,15,Part Two,BOWDOIN ST,42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
I172026760,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,4/6/17 15:10,2017,4,Thursday,15,Part One,BOWDOIN ST,42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
I172026026,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,307,Y,4/3/17 23:06,2017,4,Monday,23,Part One,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
I172025670,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,296,Y,4/2/17 21:28,2017,4,Sunday,21,Part One,COPELAND ST,42.3219484,-71.08138427,"(42.32194840, -71.08138427)"
I172024785,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,282,Y,3/30/17 19:20,2017,3,Thursday,19,Part One,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I172024478,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,408,Y,3/29/17 19:56,2017,3,Wednesday,19,Part One,SANFORD ST,42.27341661,-71.07517409,"(42.27341661, -71.07517409)"
I172024478,1402,Vandalism,VANDALISM,B3,408,Y,3/29/17 19:56,2017,3,Wednesday,19,Part Two,SANFORD ST,42.27341661,-71.07517409,"(42.27341661, -71.07517409)"
I172024478,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,408,Y,3/29/17 19:56,2017,3,Wednesday,19,Part Two,SANFORD ST,42.27341661,-71.07517409,"(42.27341661, -71.07517409)"
I172024077,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,345,Y,3/28/17 13:00,2017,3,Tuesday,13,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I172024077,3130,Search Warrants,SEARCH WARRANT,C11,345,Y,3/28/17 13:00,2017,3,Tuesday,13,Part Three,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I172024077,3410,Towed,TOWED MOTOR VEHICLE,C11,345,Y,3/28/17 13:00,2017,3,Tuesday,13,Part Three,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I172023114,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,Y,3/24/17 21:37,2017,3,Friday,21,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I172020425,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,41,Y,3/15/17 22:03,2017,3,Wednesday,22,Part One,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
I172019108,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,347,Y,3/10/17 16:36,2017,3,Friday,16,Part Two,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
I172019108,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,347,Y,3/10/17 16:36,2017,3,Friday,16,Part One,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
I172019108,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,347,Y,3/10/17 16:36,2017,3,Friday,16,Part Two,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
I172019108,2660,Other,OTHER OFFENSE,C11,347,Y,3/10/17 16:36,2017,3,Friday,16,Part Two,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
I172019108,3125,Warrant Arrests,WARRANT ARREST,C11,347,Y,3/10/17 16:36,2017,3,Friday,16,Part Three,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
I172018486,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,328,Y,3/8/17 15:51,2017,3,Wednesday,15,Part One,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
I172018486,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B2,328,Y,3/8/17 15:51,2017,3,Wednesday,15,Part Two,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
I172018486,2622,Other,KIDNAPPING/CUSTODIAL KIDNAPPING,B2,328,Y,3/8/17 15:51,2017,3,Wednesday,15,Part Two,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
I172018486,3125,Warrant Arrests,WARRANT ARREST,B2,328,Y,3/8/17 15:51,2017,3,Wednesday,15,Part Three,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
I172016312,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,418,Y,2/28/17 18:16,2017,2,Tuesday,18,Part One,EVANS ST,42.28264842,-71.07887885,"(42.28264842, -71.07887885)"
I172016312,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,418,Y,2/28/17 18:16,2017,2,Tuesday,18,Part Two,EVANS ST,42.28264842,-71.07887885,"(42.28264842, -71.07887885)"
I172014851,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,316,Y,2/23/17 18:29,2017,2,Thursday,18,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I172014754,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,465,Y,2/23/17 13:29,2017,2,Thursday,13,Part One,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
I172014754,1402,Vandalism,VANDALISM,B3,465,Y,2/23/17 13:29,2017,2,Thursday,13,Part Two,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
I172014595,3125,Warrant Arrests,WARRANT ARREST,B2,288,Y,2/22/17 20:50,2017,2,Wednesday,20,Part Three,MARVIN ST,42.33036581,-71.08539259,"(42.33036581, -71.08539259)"
I172014595,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,288,Y,2/22/17 20:50,2017,2,Wednesday,20,Part One,MARVIN ST,42.33036581,-71.08539259,"(42.33036581, -71.08539259)"
I172014595,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,288,Y,2/22/17 20:50,2017,2,Wednesday,20,Part Two,MARVIN ST,42.33036581,-71.08539259,"(42.33036581, -71.08539259)"
I172014254,1845,Drug Violation,DRUGS - POSS CLASS D,B2, ,Y,2/21/17 17:09,2017,2,Tuesday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I172014254,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2, ,Y,2/21/17 17:09,2017,2,Tuesday,17,Part One,,,,"(0.00000000, 0.00000000)"
I172013903,3125,Warrant Arrests,WARRANT ARREST,B2,611,Y,2/20/17 14:08,2017,2,Monday,14,Part Three,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
I172013903,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,611,Y,2/20/17 14:08,2017,2,Monday,14,Part One,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
I172013903,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,611,Y,2/20/17 14:08,2017,2,Monday,14,Part Two,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
I172013903,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,611,Y,2/20/17 14:08,2017,2,Monday,14,Part Two,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
I172010342,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,468,Y,2/7/17 20:12,2017,2,Tuesday,20,Part One,WELLINGTON HILL ST,42.2819874,-71.09623655,"(42.28198740, -71.09623655)"
I172009839,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,346,Y,2/5/17 17:49,2017,2,Sunday,17,Part One,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
I172009839,1874,Drug Violation,DRUGS - OTHER,C11,346,Y,2/5/17 17:49,2017,2,Sunday,17,Part Two,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
I172009433,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,450,Y,2/4/17 0:17,2017,2,Saturday,0,Part One,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I172009433,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,450,Y,2/4/17 0:17,2017,2,Saturday,0,Part One,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I172008274,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2, ,Y,1/30/17 18:39,2017,1,Monday,18,Part One,,42.32200511,-71.07585885,"(42.32200511, -71.07585885)"
I172008274,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2, ,Y,1/30/17 18:39,2017,1,Monday,18,Part Two,,42.32200511,-71.07585885,"(42.32200511, -71.07585885)"
I172008070,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,359,Y,1/30/17 6:24,2017,1,Monday,6,Part One,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
I172007832,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,342,Y,1/29/17 6:52,2017,1,Sunday,6,Part Two,BOWDOIN ST,42.3036967,-71.07104897,"(42.30369670, -71.07104897)"
I172007832,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,342,Y,1/29/17 6:52,2017,1,Sunday,6,Part One,BOWDOIN ST,42.3036967,-71.07104897,"(42.30369670, -71.07104897)"
I172007456,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,513,Y,1/27/17 22:48,2017,1,Friday,22,Part One,NORWAY PARK,42.25076977,-71.11401862,"(42.25076977, -71.11401862)"
I172006241,301,Robbery,ROBBERY - STREET,B3,469,Y,1/23/17 21:43,2017,1,Monday,21,Part One,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
I172005625,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,441,Y,1/21/17 18:34,2017,1,Saturday,18,Part One,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
I172005603,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,393,Y,1/21/17 16:45,2017,1,Saturday,16,Part One,MONSIGNOR PATRICK J. LYDO,42.28866198,-71.06130524,"(42.28866198, -71.06130524)"
I172005430,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,D4,903,Y,1/21/17 2:19,2017,1,Saturday,2,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I172005430,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,903,Y,1/21/17 2:19,2017,1,Saturday,2,Part One,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I172005430,3207,Property Found,PROPERTY - FOUND,D4,903,Y,1/21/17 2:19,2017,1,Saturday,2,Part Three,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I172004542,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,1/17/17 22:05,2017,1,Tuesday,22,Part One,CENTRE ST,42.32290252,-71.10220402,"(42.32290252, -71.10220402)"
I172002970,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,527,Y,1/11/17 22:29,2017,1,Wednesday,22,Part One,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I172002902,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,457,Y,1/11/17 18:07,2017,1,Wednesday,18,Part One,GLENWAY ST,42.30066139,-71.08328208,"(42.30066139, -71.08328208)"
I172002902,3114,Investigate Property,INVESTIGATE PROPERTY,B3,457,Y,1/11/17 18:07,2017,1,Wednesday,18,Part Three,GLENWAY ST,42.30066139,-71.08328208,"(42.30066139, -71.08328208)"
I172002376,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,268,Y,1/9/17 19:27,2017,1,Monday,19,Part Two,DEARBORN ST,42.32991249,-71.07875908,"(42.32991249, -71.07875908)"
I172002376,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,268,Y,1/9/17 19:27,2017,1,Monday,19,Part One,DEARBORN ST,42.32991249,-71.07875908,"(42.32991249, -71.07875908)"
I172002376,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,268,Y,1/9/17 19:27,2017,1,Monday,19,Part Two,DEARBORN ST,42.32991249,-71.07875908,"(42.32991249, -71.07875908)"
I172002024,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,463,Y,1/8/17 13:43,2017,1,Sunday,13,Part One,AMERICAN LEGION HWY,42.29520338,-71.0927164,"(42.29520338, -71.09271640)"
I172002024,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,463,Y,1/8/17 13:43,2017,1,Sunday,13,Part Two,AMERICAN LEGION HWY,42.29520338,-71.0927164,"(42.29520338, -71.09271640)"
I172000047,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,Y,1/1/17 2:26,2017,1,Sunday,2,Part One,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I162106131,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,12/30/16 16:29,2016,12,Friday,16,Part One,BOWDOIN ST,42.30431938,-71.06962209,"(42.30431938, -71.06962209)"
I162105651,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,340,Y,12/28/16 21:57,2016,12,Wednesday,21,Part One,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I162104474,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,12/23/16 18:13,2016,12,Friday,18,Part One,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)"
I162104173,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,438,Y,12/22/16 16:52,2016,12,Thursday,16,Part One,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
I162102801,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,431,Y,12/17/16 20:08,2016,12,Saturday,20,Part One,CALLENDER ST,42.28855818,-71.0883947,"(42.28855818, -71.08839470)"
I162101528,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,Y,12/13/16 12:45,2016,12,Tuesday,12,Part One,CLIFTON ST,42.32095643,-71.0699261,"(42.32095643, -71.06992610)"
I162101338,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,215,Y,12/12/16 20:03,2016,12,Monday,20,Part One,D ST,42.33670628,-71.05330809,"(42.33670628, -71.05330809)"
I162101031,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,273,Y,12/11/16 18:19,2016,12,Sunday,18,Part One,LENOX ST,42.33593698,-71.08008791,"(42.33593698, -71.08008791)"
I162101004,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,605,Y,12/11/16 16:13,2016,12,Sunday,16,Part Two,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
I162101004,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,605,Y,12/11/16 16:13,2016,12,Sunday,16,Part Two,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
I162101004,3125,Warrant Arrests,WARRANT ARREST,B2,605,Y,12/11/16 16:13,2016,12,Sunday,16,Part Three,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
I162101004,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,605,Y,12/11/16 16:13,2016,12,Sunday,16,Part One,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
I162101004,2010,HOME INVASION,HOME INVASION,B2,605,Y,12/11/16 16:13,2016,12,Sunday,16,,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
I162100329,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,12/9/16 4:09,2016,12,Friday,4,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I162100329,3125,Warrant Arrests,WARRANT ARREST,E13,912,Y,12/9/16 4:09,2016,12,Friday,4,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I162100193,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,12/8/16 17:06,2016,12,Thursday,17,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162100193,1845,Drug Violation,DRUGS - POSS CLASS D,B2,308,Y,12/8/16 17:06,2016,12,Thursday,17,Part Two,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162100193,301,Robbery,ROBBERY - STREET,B2,308,Y,12/8/16 17:06,2016,12,Thursday,17,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162100193,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,308,Y,12/8/16 17:06,2016,12,Thursday,17,Part Two,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162100193,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,308,Y,12/8/16 17:06,2016,12,Thursday,17,Part Two,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162098714,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,311,Y,12/3/16 19:15,2016,12,Saturday,19,Part One,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I162098714,3125,Warrant Arrests,WARRANT ARREST,B2,311,Y,12/3/16 19:15,2016,12,Saturday,19,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I162098498,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,485,Y,12/3/16 0:12,2016,12,Saturday,0,Part One,ALPINE ST,42.26414947,-71.10088891,"(42.26414947, -71.10088891)"
I162098343,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,292,Y,12/2/16 15:08,2016,12,Friday,15,Part One,KENILWORTH ST,42.32874077,-71.08771559,"(42.32874077, -71.08771559)"
I162098343,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,292,Y,12/2/16 15:08,2016,12,Friday,15,Part Two,KENILWORTH ST,42.32874077,-71.08771559,"(42.32874077, -71.08771559)"
I162098292,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,420,Y,12/2/16 13:29,2016,12,Friday,13,Part One,W SELDEN ST,42.27693086,-71.08631706,"(42.27693086, -71.08631706)"
I162098159,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,12/1/16 23:51,2016,12,Thursday,23,Part One,DEVON ST,42.31038717,-71.0805453,"(42.31038717, -71.08054530)"
I162097972,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,319,Y,12/1/16 13:30,2016,12,Thursday,13,Part One,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
I162097972,2401,Disorderly Conduct,AFFRAY,B2,319,Y,12/1/16 13:30,2016,12,Thursday,13,Part Two,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
I162097868,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,123,Y,12/1/16 6:23,2016,12,Thursday,6,Part One,HARRISON AVE,42.34891347,-71.06221241,"(42.34891347, -71.06221241)"
I162097703,361,Robbery,ROBBERY - OTHER,C11,400,Y,11/30/16 14:20,2016,11,Wednesday,14,Part One,ASHMONT ST,42.28531158,-71.07060801,"(42.28531158, -71.07060801)"
I162095771,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,322,Y,11/22/16 23:52,2016,11,Tuesday,23,Part One,HOLBORN ST,42.31498564,-71.08194639,"(42.31498564, -71.08194639)"
I162094630,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,612,Y,11/19/16 0:30,2016,11,Saturday,0,Part One,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I162093473,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,470,Y,11/15/16 12:13,2016,11,Tuesday,12,Part One,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
